90,"http://ftp.gnu.org/gnu/ed/ed-1.4.tar.gz","ed-1.4.tar.gz","ed-1.4","2009-11-24"
91,"http://ftp.gnu.org/gnu/which/which-2.20.tar.gz","which-2.20.tar.gz","which-2.20","2009-11-24"
92,"http://prdownloads.sourceforge.net/tcl/tcl8.5.8-src.tar.gz","tcl8.5.8-src.tar.gz","tcl8.5.8","2009-11-25"
93,"http://expect.nist.gov/expect.tar.gz","expect.tar.gz","expect-5.43","2009-11-25"
94,"http://dist.schmorp.de/rxvt-unicode/rxvt-unicode-9.06.tar.bz2","rxvt-unicode-9.06.tar.bz2","rxvt-unicode-9.06","2009-11-24"
95,"http://www.eecis.udel.edu/~ntp/ntp_spool/ntp4/ntp-4.2/ntp-4.2.4p7.tar.gz","ntp-4.2.4p7.tar.gz","ntp-4.2.4p7","2009-11-26"
96,"http://lynx.isc.org/current/lynx2.8.7rel.1.tar.bz2","lynx2.8.7rel.1.tar.bz2","lynx2.8.7rel.1","2009-11-26"
97,"http://search.cpan.org/CPAN/authors/id/B/BD/BDFOY/Test-Output-0.16.tar.gz","Test-Output-0.16.tar.gz","Test-Output-0.16.","2009-11-26"
98,"http://search.cpan.org/CPAN/authors/id/R/RJ/RJBS/Sub-Exporter-0.982.tar.gz","Sub-Exporter-0.982.tar.gz","Sub-Exporter-0.982","2009-11-26"
99,"http://search.cpan.org/CPAN/authors/id/R/RJ/RJBS/Data-OptList-0.104.tar.gz","Data-OptList-0.104.tar.gz","Data-OptList-0.104","2009-11-26"
100,"http://search.cpan.org/CPAN/authors/id/A/AD/ADAMK/Params-Util-1.00.tar.gz","Params-Util-1.00.tar.gz","Params-Util-1.00","2009-11-26"
101,"http://search.cpan.org/CPAN/authors/id/R/RJ/RJBS/Sub-Install-0.925.tar.gz","Sub-Install-0.925.tar.gz","Sub-Install-0.925.tar.gz","2009-11-26"
102,"http://ftp://carroll.aset.psu.edu/pub/kde/stable/automoc4/0.9.88/automoc4-0.9.88.tar.bz2","automoc4-0.9.88.tar.bz2","automoc4-0.9.88.tar.bz2","automoc4-0.9.88.tar.bz2","2009-11-29"
103,"http://curl.haxx.se/download/curl-7.19.7.tar.bz2","curl-7.19.7.tar.bz2","curl-7.19.7","2009-12-04"
104,"http://download.icu-project.org/files/icu4c/4.2.1/icu4c-4_2_1-src.tgz","icu4c-4_2_1-src.tgz","icu","2009-12-06"
105,"http://search.cpan.org/CPAN/authors/id/O/OT/OTTO/PDF-API3-3.001.tar.gz","PDF-API3-3.001.tar.gz","PDF-API3-3.001","2010-03-31"
106,"ftp://carroll.aset.psu.edu/pub/kde/stable/latest/src/kdebase-runtime-4.3.4.tar.bz2","kdebase-runtime-4.3.4.tar.bz2","kdebase-runtime-4.3.4","2009-12-12"
107,"http://sourceforge.net/projects/clucene/files/clucene-core-stable/0.9.21b/clucene-core-0.9.21b.tar.bz2/download","clucene-core-0.9.21b.tar.bz2","clucene-core-0.9.21b","2009-12-13"
108,"ftp://carroll.aset.psu.edu/pub/kde/stable/latest/src/kdepimlibs-4.3.4.tar.bz2","kdepimlibs-4.3.4.tar.bz2","kdepimlibs-4.3.4","2009-12-12"
109,"ftp://obsd.cec.mtu.edu/pub/OpenBSD/OpenSSH/portable/openssh-5.3p1.tar.gz","openssh-5.3p1.tar.gz","openssh-5.3p1","2009-12-16"
110,"http://kernel.org/pub/software/scm/git/git-1.7.0.3.tar.bz2","git-1.7.0.3.tar.bz2","git-1.7.0.3","2010-03-30"
111,"http://www.samba.org/samba/ftp/stable/samba-3.4.3.tar.gz","samba-3.4.3.tar.gz","samba-3.4.3","2009-12-18"
112,"http://search.cpan.org/CPAN/authors/id/A/AB/ABW/Template-Toolkit-2.22.tar.gz","Template-Toolkit-2.22.tar.gz","Template-Toolkit-2.22","2009-12-22"
113,"http://troywill.com/tdw-collection","tdw-collection.tar.bz2","tdw-collection.tar.bz2","tdw-collection.tar.bz2","tdw-collection","2009-12-13"
114,"http://search.cpan.org/CPAN/authors/id/D/DB/DBRIAN/XML-SimpleObject-0.53.tar.gz","XML-SimpleObject-0.53.tar.gz","XML-SimpleObject0.53","2009-12-28"
115,"http://search.cpan.org/CPAN/authors/id/P/PA/PAJAS/XML-LibXML-1.70.tar.gz","XML-LibXML-1.70.tar.gz","XML-LibXML-1.70.tar.gz","2009-12-28"
116,116,"http://search.cpan.org/CPAN/authors/id/P/PE/PERIGRIN/XML-NamespaceSupport-1.10.tar.gz","XML-NamespaceSupport-1.10.tar.gz","XML-NamespaceSupport-1.10","2009-12-26"
117,117,"http://search.cpan.org/CPAN/authors/id/G/GR/GRANTM/XML-SAX-0.96.tar.gz","XML-SAX-0.96.tar.gz","XML-SAX-0.96z","2009-12-26"
118,118,"rsync troywill.com/xorg-from-scratch/xproto.tar.bz2","xproto.tar.bz2","xproto","2009-12-28"
119,119,"http://troywill.com/xlibrary-1.0.tar.bz2","xlibrary-1.0.tar.bz2","xlibrary-1.0","2009-12-28"
120,120,"http://search.cpan.org/CPAN/authors/id/K/KJ/KJALB/TermReadKey-2.14.tar.gz","TermReadKey-2.14.tar.gz","TermReadKey-2.14","2010-01-03"
121,121,"http://www.ccrnp.ncifcrf.gov/~toms/ftp/atchange","","","","2009-01-24"
