1,1,80,"2009-11-11","make[2]: Entering directory `/home/troy/rcs/Stowball/gobject-introspection-0.6.5/gir'"
1,1,80,"2009-11-11","AssertionError: Failed to find "/namespace/alias[@name='Quark']"
1,1,80,"2009-11-11","
